nonself,,,,,,,
aiA,User1,User2,User3,user,,,
17,0.232392006,0.122320573,0.19330157,0.187467469,0.264518382,Ursula,
18,0.216447535,0.113739578,0.181546608,0.288632625,0.199633655,Bobby,
19,0.245396183,0.156977238,0.121911505,0.189712395,0.28600268,Alex,
20,0.187244364,0.144925842,0.115788008,0.267388442,0.284653345,Mary,
21,0.138825167,0.115021601,0.208073361,0.346784307,0.191295564,Bobby,
22,0.165084572,0.086831427,0.172136705,0.359837262,0.216110033,Daisy,
23,0.11537997,0.19545757,0.193703831,0.292227315,0.203231314,Gary,
24,0.177987866,0.29666933,0.083489002,0.302770764,0.139083038,Alex,
25,0.265053389,0.215868287,0.063919833,0.359011441,0.09614705,Mary,
26,0.121602512,0.499926183,0.068085331,0.143569201,0.166816773,Gary,
27,0.137193236,0.300311835,0.165682778,0.18599826,0.210813892,Ursula,
28,0.098248783,0.168950512,0.143978303,0.451658726,0.137163676,Mary,
29,0.189449428,0.275130149,0.187573474,0.184535754,0.163311195,Bobby,
30,0.231047001,0.204159817,0.231221021,0.202515437,0.131056724,Daisy,
31,0.066416639,0.108107035,0.121978668,0.574510102,0.128987556,Alex,
32,0.109230861,0.135718395,0.25056226,0.230288179,0.274200306,Mary,
33,0.095987386,0.150322391,0.472767406,0.14117689,0.139745926,Bobby,
34,0.171706899,0.135962204,0.158943508,0.187760213,0.345627176,Gary,
35,0.211054323,0.112054269,0.142751469,0.249277615,0.284862324,Alex,
36,0.202143989,0.087667424,0.121790573,0.193647581,0.394750433,Mary,
37,0.261158899,0.167151012,0.163052427,0.171305188,0.237332474,Mary,
38,0.269808834,0.115555721,0.139934338,0.274179228,0.200521877,Ursula,
39,0.337411861,0.111484022,0.175724064,0.220056517,0.155323536,Gary,
40,0.214048359,0.156897494,0.266500482,0.197613424,0.164940241,Daisy,
41,0.230508233,0.106409106,0.278937365,0.146914265,0.237231032,Alex,
42,0.417875058,0.138730785,0.189312235,0.108094518,0.145987404,Bobby,
43,0.160412054,0.33393175,0.191321891,0.128391035,0.185943271,Mary,
44,0.14878779,0.176124998,0.214789943,0.195150521,0.265146748,Bobby,
45,0.155596051,0.354365559,0.114497288,0.281151746,0.094389356,Gary,
46,0.183289546,0.211092448,0.107922733,0.090567355,0.407127919,Mary,
47,0.243055227,0.137045295,0.171756057,0.289843193,0.158300228,Ursula,
48,0.216190972,0.160131806,0.276578021,0.182451631,0.164647569,Alex,
49,0.15370982,0.14928821,0.205398731,0.279131887,0.212471352,Daisy,
50,0.190299085,0.227018264,0.128171151,0.1868368,0.267674701,Mary,
51,0.106559176,0.456613142,0.12511937,0.224995812,0.086712499,Bobby,
52,0.155666126,0.260197542,0.137606971,0.227980479,0.218548883,Mary,
53,0.128939708,0.29136188,0.175898215,0.286158956,0.117641241,Ursula,
54,0.147623233,0.275990102,0.219922163,0.243447518,0.113016983,Daisy,
55,0.189706249,0.243640607,0.184406682,0.168123618,0.214122845,Mary,
56,0.167499214,0.271041818,0.279839413,0.135362368,0.146257187,Alex,
57,0.130049256,0.197483913,0.26040497,0.110196196,0.301865665,Ursula,
58,0.145164762,0.198646659,0.181571607,0.238724241,0.235892731,Daisy,
59,0.137536459,0.257841607,0.239590503,0.168182963,0.196848467,Gary,
60,0.236924101,0.176994767,0.126938252,0.215500679,0.243642201,Bobby,
61,0.161883349,0.260879944,0.255054982,0.215122475,0.10705925,Alex,
62,0.344717103,0.21783713,0.15222275,0.11893378,0.166289238,Gary,
63,0.133955321,0.326424583,0.192508058,0.227888893,0.119223146,Mary,
64,0.146189445,0.182732831,0.14596792,0.431139734,0.093970069,Ursula,
65,0.134265981,0.235959124,0.256000986,0.264491348,0.109282561,Mary,
66,0.267235102,0.17920289,0.10579224,0.346600155,0.101169614,Bobby,
67,0.088073061,0.764819931,0.044591191,0.064654326,0.037861491,Mary,
68,0.244700794,0.157132377,0.160877938,0.373854372,0.063434519,Daisy,
69,0.281489375,0.160465741,0.184058787,0.268235403,0.105750694,Bobby,
70,0.185991231,0.175876262,0.183701417,0.199257472,0.255173619,Alex,
71,0.294819496,0.312068154,0.170995614,0.061044627,0.161072108,Mary,
72,0.222936317,0.24493008,0.201233523,0.152013956,0.178886124,Ursula,
73,0.380948432,0.231353446,0.057446748,0.266264712,0.063986662,Gary,
74,0.302469655,0.314028115,0.064671719,0.070872172,0.247958339,Mary,
75,0.36006134,0.068089009,0.315147321,0.059264233,0.197438097,Daisy,
76,0.326680537,0.09793787,0.215129092,0.074128152,0.286124349,Bobby,
77,0.204744805,0.318780233,0.120449829,0.24005579,0.115969343,Gary,
78,0.166308215,0.401333798,0.063221046,0.063683587,0.305453354,Mary,
79,0.380304007,0.047721043,0.359496276,0.047765097,0.164713577,Bobby,
80,0.300879638,0.195584245,0.306742262,0.049418825,0.14737503,Ursula,
81,0.300121694,0.236666783,0.232440349,0.064084191,0.166686983,Bobby,
82,0.153212494,0.207684739,0.369418607,0.049500431,0.220183728,Mary,
83,0.201016466,0.181922698,0.233354249,0.073763903,0.309942684,Daisy,
84,0.282176161,0.148337521,0.212475769,0.045346553,0.311663996,Bobby,
85,0.184948427,0.180163326,0.180731397,0.235931227,0.218225623,Ursula,
86,0.327330212,0.239863917,0.08878026,0.085855573,0.258170038,Mary,
87,0.209775846,0.073315363,0.366915548,0.068644927,0.281348317,Bobby,
88,0.407841613,0.228149908,0.070011843,0.06455659,0.229440047,Mary,
89,0.372650219,0.24754232,0.076759947,0.070736169,0.232311345,Mary,
90,0.177807214,0.345668525,0.171568775,0.085438909,0.219516578,Ursula,
91,0.270273963,0.138788015,0.075135885,0.473674711,0.042127427,Gary,
92,0.18461683,0.128594251,0.270265982,0.122661601,0.293861336,Bobby,
93,0.218741429,0.097556658,0.291655395,0.043889433,0.348157085,Bobby,
94,0.263178825,0.188241518,0.108618661,0.07739291,0.362568086,Mary,
95,0.243308545,0.145821813,0.086668918,0.46584619,0.058354534,Gary,
96,0.196659968,0.249601622,0.318544221,0.115969943,0.119224246,Alex,
97,0.253978877,0.141163083,0.081332708,0.432317498,0.091207835,Gary,
98,0.348301574,0.155622319,0.086361855,0.103935474,0.305778778,Mary,
99,0.101477305,0.060001968,0.283862101,0.070712252,0.483946373,Bobby,
100,0.271165048,0.137821972,0.079988052,0.084298357,0.426726571,Mary,
101,0.238193129,0.154475236,0.164027854,0.243503697,0.199800083,Daisy,
102,0.19045617,0.110702363,0.270098964,0.129884857,0.298857647,Bobby,
103,0.689468462,0.06374042,0.098098242,0.045445879,0.103246996,Ursula,
104,0.13416679,0.120611119,0.139293103,0.310607712,0.295321276,Alex,
105,0.110267993,0.104284646,0.109868025,0.284557357,0.391021979,Mary,
106,0.342099715,0.172892203,0.171372134,0.145173704,0.168462244,Bobby,
107,0.224703851,0.16853322,0.283596483,0.171503654,0.151662792,Gary,
108,0.145087067,0.222422629,0.220059882,0.300032633,0.112397789,Mary,
109,0.099962794,0.211909804,0.27389036,0.314978384,0.099258658,Daisy,
110,0.09213564,0.197981498,0.181621017,0.224384301,0.303877544,Gary,
111,0.093767009,0.239818329,0.257630608,0.249326287,0.159457767,Ursula,
112,0.25984658,0.134117252,0.192321676,0.17300348,0.240711012,Bobby,
113,0.205615119,0.171463824,0.142753985,0.236015345,0.244151727,Gary,
114,0.158535945,0.167567531,0.142279194,0.192444475,0.339172854,Gary,
115,0.146453707,0.196409163,0.303943095,0.196465417,0.156728617,Alex,
116,0.165348672,0.212745077,0.163022482,0.071011503,0.387872267,Mary,
117,0.187555708,0.243904504,0.220669898,0.148559052,0.199310838,Bobby,
118,0.103168589,0.189762262,0.137529355,0.374114208,0.195425586,Alex,
119,0.05866993,0.127781418,0.27907182,0.419051731,0.115425102,Ursula,
120,0.068696485,0.137975697,0.273829114,0.132429533,0.387069172,Bobby,
121,0.278667489,0.080598241,0.121678047,0.116047007,0.403009216,Mary,
122,0.504902881,0.05345322,0.119929801,0.119920028,0.201794069,Mary,
123,0.167568379,0.234008209,0.283159631,0.174537714,0.140726067,Alex,
124,0.173646981,0.377067427,0.21432992,0.103836732,0.131118939,Daisy,
125,0.467161523,0.113444411,0.108961999,0.065688872,0.244743196,Mary,
126,0.186931911,0.190000026,0.203067677,0.253036831,0.166963555,Ursula,
127,0.189903799,0.184326985,0.173691974,0.29115881,0.160918431,Bobby,
128,0.047721867,0.208744735,0.073629738,0.094875531,0.57502813,Mary,
129,0.087400705,0.228720476,0.286458016,0.216498676,0.180922126,Gary,
130,0.223357972,0.16912714,0.140555778,0.321924173,0.145034936,Bobby,
131,0.229446183,0.277795104,0.131238855,0.223599707,0.137920151,Alex,
132,0.247650055,0.191367379,0.168093649,0.243732385,0.149156531,Ursula,
133,0.237304573,0.080767642,0.226977717,0.1186999,0.336250168,Bobby,
134,0.136251604,0.559204212,0.061035953,0.129251229,0.114257001,Mary,
135,0.262485948,0.082019812,0.287189799,0.132408602,0.235895839,Bobby,
136,0.162340126,0.240916443,0.117258967,0.132884618,0.346599847,Mary,
137,0.176839466,0.398530019,0.124167305,0.159634375,0.140828835,Alex,
138,0.146463495,0.218043869,0.236200381,0.228033423,0.171258831,Ursula,
139,0.246231166,0.089551262,0.200055642,0.158540357,0.305621571,Bobby,
140,0.159665189,0.308614788,0.099757701,0.308995213,0.122967108,Mary,
141,0.183952266,0.10094672,0.222596339,0.330780719,0.161723957,Daisy,
142,0.273872956,0.296612258,0.092799362,0.16600668,0.170708744,Gary,
143,0.271111801,0.208099391,0.100065677,0.216671005,0.204052126,Mary,
144,0.296385279,0.095542912,0.159802461,0.183238343,0.265031005,Bobby,
145,0.139419941,0.225982298,0.136645482,0.220039641,0.277912638,Mary,
146,0.140578345,0.206473343,0.177746668,0.187946251,0.287255393,Mary,
147,0.097988622,0.418389594,0.172531616,0.177475677,0.133614491,Daisy,
148,0.093554623,0.173093754,0.386402979,0.16138255,0.185566093,Ursula,
149,0.152353924,0.180029211,0.261894668,0.184726715,0.220995482,Alex,
150,0.090156975,0.180516729,0.172680467,0.168922086,0.387723743,Bobby,
151,0.368802382,0.085395351,0.153909396,0.195326667,0.196566205,Mary,
